ticker,layer,cik,fy,fy_end,capex,revenue,ocf,capex_tag,rev_tag,ocf_tag,status
MSFT,Hyperscaler,0000789019,2008,2008-06-30,3182000000,,21612000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
MSFT,Hyperscaler,0000789019,2009,2009-06-30,3119000000,,19037000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
MSFT,Hyperscaler,0000789019,2010,2010-06-30,1977000000,,24073000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
MSFT,Hyperscaler,0000789019,2011,2011-06-30,2355000000,,26994000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
MSFT,Hyperscaler,0000789019,2012,2012-06-30,2305000000,,31626000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
MSFT,Hyperscaler,0000789019,2013,2013-06-30,4257000000,,28833000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
MSFT,Hyperscaler,0000789019,2014,2014-06-30,5485000000,,,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
MSFT,Hyperscaler,0000789019,2015,2015-06-30,5944000000,,,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
MSFT,Hyperscaler,0000789019,2016,2016-06-30,8343000000,91154000000,33325000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
MSFT,Hyperscaler,0000789019,2017,2017-06-30,8129000000,96571000000,39507000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
MSFT,Hyperscaler,0000789019,2018,2018-06-30,11632000000,110360000000,43884000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
MSFT,Hyperscaler,0000789019,2019,2019-06-30,13925000000,125843000000,52185000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
MSFT,Hyperscaler,0000789019,2020,2020-06-30,15441000000,143015000000,60675000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
MSFT,Hyperscaler,0000789019,2021,2021-06-30,20622000000,168088000000,76740000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
MSFT,Hyperscaler,0000789019,2022,2022-06-30,23886000000,198270000000,89035000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
MSFT,Hyperscaler,0000789019,2023,2023-06-30,28107000000,211915000000,87582000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
MSFT,Hyperscaler,0000789019,2024,2024-06-30,44477000000,245122000000,118548000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
MSFT,Hyperscaler,0000789019,2025,2025-06-30,64551000000,281724000000,136162000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
GOOGL,Hyperscaler,0001652044,2013,2013-12-31,7358000000,55519000000,18659000000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
GOOGL,Hyperscaler,0001652044,2014,2014-12-31,11014000000,66001000000,23024000000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
GOOGL,Hyperscaler,0001652044,2015,2015-12-31,9950000000,74989000000,26572000000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
GOOGL,Hyperscaler,0001652044,2016,2016-12-31,10212000000,90272000000,36036000000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
GOOGL,Hyperscaler,0001652044,2017,2017-12-31,13184000000,110855000000,37091000000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
GOOGL,Hyperscaler,0001652044,2018,2018-12-31,25139000000,136819000000,47971000000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
GOOGL,Hyperscaler,0001652044,2019,2019-12-31,23548000000,161857000000,54520000000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
GOOGL,Hyperscaler,0001652044,2020,2020-12-31,22281000000,182527000000,65124000000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
GOOGL,Hyperscaler,0001652044,2021,2021-12-31,24640000000,257637000000,91652000000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
GOOGL,Hyperscaler,0001652044,2022,2022-12-31,31485000000,,91495000000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
GOOGL,Hyperscaler,0001652044,2023,2023-12-31,32251000000,307394000000,101746000000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
GOOGL,Hyperscaler,0001652044,2024,2024-12-31,52535000000,350018000000,125299000000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
GOOGL,Hyperscaler,0001652044,2025,2025-12-31,91447000000,402836000000,164713000000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
AMZN,Hyperscaler,0001018724,2007,2007-12-31,,,1405000000,PaymentsToAcquireProductiveAssets,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,no_capex
AMZN,Hyperscaler,0001018724,2008,2008-12-31,,,1697000000,PaymentsToAcquireProductiveAssets,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,no_capex
AMZN,Hyperscaler,0001018724,2009,2009-12-31,,,3293000000,PaymentsToAcquireProductiveAssets,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,no_capex
AMZN,Hyperscaler,0001018724,2010,2010-12-31,,,3495000000,PaymentsToAcquireProductiveAssets,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,no_capex
AMZN,Hyperscaler,0001018724,2011,2011-12-31,,,3903000000,PaymentsToAcquireProductiveAssets,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,no_capex
AMZN,Hyperscaler,0001018724,2012,2012-12-31,,,4180000000,PaymentsToAcquireProductiveAssets,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,no_capex
AMZN,Hyperscaler,0001018724,2013,2013-12-31,,,5475000000,PaymentsToAcquireProductiveAssets,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,no_capex
AMZN,Hyperscaler,0001018724,2014,2014-12-31,,,6842000000,PaymentsToAcquireProductiveAssets,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,no_capex
AMZN,Hyperscaler,0001018724,2015,2015-12-31,,,12039000000,PaymentsToAcquireProductiveAssets,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,no_capex
AMZN,Hyperscaler,0001018724,2016,2016-12-31,7804000000,135987000000,17203000000,PaymentsToAcquireProductiveAssets,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
AMZN,Hyperscaler,0001018724,2017,2017-12-31,11955000000,177866000000,18365000000,PaymentsToAcquireProductiveAssets,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
AMZN,Hyperscaler,0001018724,2018,2018-12-31,13427000000,232887000000,30723000000,PaymentsToAcquireProductiveAssets,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
AMZN,Hyperscaler,0001018724,2019,2019-12-31,16861000000,280522000000,38514000000,PaymentsToAcquireProductiveAssets,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
AMZN,Hyperscaler,0001018724,2020,2020-12-31,40140000000,386064000000,66064000000,PaymentsToAcquireProductiveAssets,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
AMZN,Hyperscaler,0001018724,2021,2021-12-31,61053000000,469822000000,46327000000,PaymentsToAcquireProductiveAssets,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
AMZN,Hyperscaler,0001018724,2022,2022-12-31,63645000000,513983000000,46752000000,PaymentsToAcquireProductiveAssets,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
AMZN,Hyperscaler,0001018724,2023,2023-12-31,52729000000,574785000000,84946000000,PaymentsToAcquireProductiveAssets,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
AMZN,Hyperscaler,0001018724,2024,2024-12-31,82999000000,637959000000,115877000000,PaymentsToAcquireProductiveAssets,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
AMZN,Hyperscaler,0001018724,2025,2025-12-31,131819000000,716924000000,139514000000,PaymentsToAcquireProductiveAssets,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
META,Hyperscaler,0001326801,2010,2010-12-31,293000000,,698000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
META,Hyperscaler,0001326801,2011,2011-12-31,606000000,,1549000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
META,Hyperscaler,0001326801,2012,2012-12-31,1235000000,,1612000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
META,Hyperscaler,0001326801,2013,2013-12-31,1362000000,,4222000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
META,Hyperscaler,0001326801,2014,2014-12-31,1831000000,,7326000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
META,Hyperscaler,0001326801,2015,2015-12-31,2523000000,,10320000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
META,Hyperscaler,0001326801,2016,2016-12-31,4491000000,27638000000,16108000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
META,Hyperscaler,0001326801,2017,2017-12-31,6733000000,40653000000,24216000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
META,Hyperscaler,0001326801,2018,2018-12-31,13915000000,55838000000,29274000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
META,Hyperscaler,0001326801,2019,2019-12-31,15102000000,70697000000,36314000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
META,Hyperscaler,0001326801,2020,2020-12-31,15163000000,85965000000,38747000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
META,Hyperscaler,0001326801,2021,2021-12-31,18690000000,117929000000,57683000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
META,Hyperscaler,0001326801,2022,2022-12-31,31186000000,116609000000,50475000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
META,Hyperscaler,0001326801,2023,2023-12-31,27045000000,134902000000,71113000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
META,Hyperscaler,0001326801,2024,2024-12-31,37256000000,164501000000,91328000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
META,Hyperscaler,0001326801,2025,2025-12-31,69691000000,200966000000,115800000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
ORCL,Hyperscaler,0001341439,2008,2008-05-31,,,7402000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,no_capex
ORCL,Hyperscaler,0001341439,2009,2009-05-31,,,8255000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,no_capex
ORCL,Hyperscaler,0001341439,2010,2010-05-31,230000000,,8681000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
ORCL,Hyperscaler,0001341439,2011,2011-05-31,450000000,,11214000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
ORCL,Hyperscaler,0001341439,2012,2012-05-31,648000000,,13743000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
ORCL,Hyperscaler,0001341439,2013,2013-05-31,650000000,,14224000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
ORCL,Hyperscaler,0001341439,2014,2014-05-31,580000000,,,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
ORCL,Hyperscaler,0001341439,2015,2015-05-31,1391000000,,,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
ORCL,Hyperscaler,0001341439,2016,2016-05-31,1189000000,,13685000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
ORCL,Hyperscaler,0001341439,2017,2017-05-31,2021000000,37792000000,14126000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
ORCL,Hyperscaler,0001341439,2018,2018-05-31,1736000000,39383000000,15386000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
ORCL,Hyperscaler,0001341439,2019,2019-05-31,1660000000,39506000000,14551000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
ORCL,Hyperscaler,0001341439,2020,2020-05-31,1564000000,39068000000,13139000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
ORCL,Hyperscaler,0001341439,2021,2021-05-31,2135000000,40479000000,15887000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
ORCL,Hyperscaler,0001341439,2022,2022-05-31,4511000000,42440000000,9539000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
ORCL,Hyperscaler,0001341439,2023,2023-05-31,8695000000,49954000000,17165000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
ORCL,Hyperscaler,0001341439,2024,2024-05-31,6866000000,52961000000,18673000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
ORCL,Hyperscaler,0001341439,2025,2025-05-31,21215000000,57399000000,20821000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
ORCL,Hyperscaler,0001341439,2026,2026-05-31,55663000000,67357000000,31977000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
CRWV,Neocloud,0001769628,2023,2023-12-31,2943000000,229000000,1833000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
CRWV,Neocloud,0001769628,2024,2024-12-31,8702000000,1915000000,2749000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
CRWV,Neocloud,0001769628,2025,2025-12-31,10309000000,5131000000,3058000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
APLD,Neocloud,0001144879,2021,2021-05-31,,0,-83000,PaymentsToAcquireProductiveAssets,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,no_capex
APLD,Neocloud,0001144879,2022,2022-05-31,54974000,8549000,-872000,PaymentsToAcquireProductiveAssets,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
APLD,Neocloud,0001144879,2023,2023-05-31,131278000,55392000,58735000,PaymentsToAcquireProductiveAssets,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
APLD,Neocloud,0001144879,2024,2024-05-31,141809000,136618000,13794000,PaymentsToAcquireProductiveAssets,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
APLD,Neocloud,0001144879,2025,2025-05-31,681603000,144193000,-115402000,PaymentsToAcquireProductiveAssets,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
IREN,Neocloud,0001878848,2023,2023-06-30,116064000,75509000,5729000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
IREN,Neocloud,0001878848,2024,2024-06-30,141855000,187192000,52219000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
IREN,Neocloud,0001878848,2025,2025-06-30,573456000,501023000,245886000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
CIFR,Neocloud,0001819989,2022,2022-12-31,39219000,3037000,-20915000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
CIFR,Neocloud,0001819989,2023,2023-12-31,20480000,126842000,-94241000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
CIFR,Neocloud,0001819989,2024,2024-12-31,139495000,151270000,-87511000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
CIFR,Neocloud,0001819989,2025,2025-12-31,487921000,223942000,-207938000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
WULF,Neocloud,0001083301,2010,2010-12-31,189150,,1601369,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
WULF,Neocloud,0001083301,2011,2011-12-31,621598,,793532,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
WULF,Neocloud,0001083301,2012,2012-12-31,566519,,,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
WULF,Neocloud,0001083301,2013,2013-12-31,762537,,,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
WULF,Neocloud,0001083301,2014,2014-12-31,434463,,,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
WULF,Neocloud,0001083301,2015,2015-12-31,2866671,,,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
WULF,Neocloud,0001083301,2016,2016-12-31,2064426,,916947,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
WULF,Neocloud,0001083301,2017,2017-12-31,230089,,204689,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
WULF,Neocloud,0001083301,2018,2018-12-31,543145,,1224765,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
WULF,Neocloud,0001083301,2019,2019-12-31,478353,,-477031,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
WULF,Neocloud,0001083301,2020,2020-12-31,149916,,-398828,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
WULF,Neocloud,0001083301,2022,2022-12-31,61116000,,-34066000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
WULF,Neocloud,0001083301,2023,2023-12-31,75168000,69229000,4263000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
WULF,Neocloud,0001083301,2024,2024-12-31,267940000,140051000,-24422000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
WULF,Neocloud,0001083301,2025,2025-12-31,1060189000,168455000,-123180000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
CORZ,Neocloud,0001839341,2020,2020-12-31,0,60320000,-23765000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
CORZ,Neocloud,0001839341,2021,2021-12-31,0,544483000,-56735000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
CORZ,Neocloud,0001839341,2022,2022-12-31,383980000,640313000,205187000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
CORZ,Neocloud,0001839341,2023,2023-12-31,16161000,502400000,65114000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
CORZ,Neocloud,0001839341,2024,2024-12-31,94961000,510672000,42896000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
CORZ,Neocloud,0001839341,2025,2025-12-31,729000000,319019000,278250000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
NVDA,Compute silicon,0001045810,2008,2008-01-27,,4097860000,1270196000,PaymentsToAcquireProductiveAssets,Revenues,NetCashProvidedByUsedInOperatingActivities,no_capex
NVDA,Compute silicon,0001045810,2009,2009-01-25,,3424859000,249360000,PaymentsToAcquireProductiveAssets,Revenues,NetCashProvidedByUsedInOperatingActivities,no_capex
NVDA,Compute silicon,0001045810,2010,2010-01-31,,3326445000,487807000,PaymentsToAcquireProductiveAssets,Revenues,NetCashProvidedByUsedInOperatingActivities,no_capex
NVDA,Compute silicon,0001045810,2011,2011-01-30,,3543309000,675797000,PaymentsToAcquireProductiveAssets,Revenues,NetCashProvidedByUsedInOperatingActivities,no_capex
NVDA,Compute silicon,0001045810,2012,2012-01-29,,3997930000,909156000,PaymentsToAcquireProductiveAssets,Revenues,NetCashProvidedByUsedInOperatingActivities,no_capex
NVDA,Compute silicon,0001045810,2013,2013-01-27,,4280159000,824172000,PaymentsToAcquireProductiveAssets,Revenues,NetCashProvidedByUsedInOperatingActivities,no_capex
NVDA,Compute silicon,0001045810,2014,2014-01-26,,4130000000,835000000,PaymentsToAcquireProductiveAssets,Revenues,NetCashProvidedByUsedInOperatingActivities,no_capex
NVDA,Compute silicon,0001045810,2015,2015-01-25,,4682000000,906000000,PaymentsToAcquireProductiveAssets,Revenues,NetCashProvidedByUsedInOperatingActivities,no_capex
NVDA,Compute silicon,0001045810,2016,2016-01-31,,5010000000,1175000000,PaymentsToAcquireProductiveAssets,Revenues,NetCashProvidedByUsedInOperatingActivities,no_capex
NVDA,Compute silicon,0001045810,2017,2017-01-29,,6910000000,1672000000,PaymentsToAcquireProductiveAssets,Revenues,NetCashProvidedByUsedInOperatingActivities,no_capex
NVDA,Compute silicon,0001045810,2018,2018-01-28,,9714000000,3502000000,PaymentsToAcquireProductiveAssets,Revenues,NetCashProvidedByUsedInOperatingActivities,no_capex
NVDA,Compute silicon,0001045810,2019,2019-01-27,,,3743000000,PaymentsToAcquireProductiveAssets,Revenues,NetCashProvidedByUsedInOperatingActivities,no_capex
NVDA,Compute silicon,0001045810,2020,2020-01-26,,10918000000,4761000000,PaymentsToAcquireProductiveAssets,Revenues,NetCashProvidedByUsedInOperatingActivities,no_capex
NVDA,Compute silicon,0001045810,2021,2021-01-31,,16675000000,5822000000,PaymentsToAcquireProductiveAssets,Revenues,NetCashProvidedByUsedInOperatingActivities,no_capex
