cohort,series,horizon,median,hit_rate_pos,n
pres_hold,flow_Cash,pre4,2.466249792315539,1.0,1
pres_hold,flow_Cash,+13,9.870237423833498,1.0,1
pres_hold,flow_Cash,pre13,15.12298723023015,1.0,1
pres_hold,flow_Cash,+26,50.90314026543906,1.0,1
pres_hold,flow_Cash,pre26,16.951138100275738,1.0,1
pres_R_win,SPX,+20,4.883437061365229,0.75,4
pres_R_win,SPX,pre20,0.34041569512870606,0.75,4
pres_R_win,SPX,+60,3.931210905446116,0.75,4
pres_R_win,SPX,pre60,1.808102583951215,0.5,4
pres_R_win,SPX,+120,-0.6368297674078374,0.5,4
pres_R_win,SPX,pre120,3.875475658591481,0.75,4
pres_R_win,US,+20,5.163658172228546,1.0,3
pres_R_win,US,pre20,0.30234406576378303,0.6666666666666666,3
pres_R_win,US,+60,4.256754453061093,1.0,3
pres_R_win,US,pre60,5.938744931154725,0.6666666666666666,3
pres_R_win,US,+120,1.3465281091693717,0.6666666666666666,3
pres_R_win,US,pre120,4.765525784285311,1.0,3
pres_R_win,EM,+20,-3.4358419413499757,0.3333333333333333,3
pres_R_win,EM,pre20,0.5883293144463841,0.6666666666666666,3
pres_R_win,EM,+60,0.5161695051503217,0.6666666666666666,3
pres_R_win,EM,pre60,7.032124381594676,0.6666666666666666,3
pres_R_win,EM,+120,7.300179760663022,0.6666666666666666,3
pres_R_win,EM,pre120,15.521258401023974,1.0,3
pres_R_win,China,+20,-4.408528295619359,0.0,2
pres_R_win,China,pre20,-2.1455552931629422,0.0,2
pres_R_win,China,+60,-1.7150881470214485,0.0,2
pres_R_win,China,pre60,10.816240963188555,0.5,2
pres_R_win,China,+120,3.3721661629297968,1.0,2
pres_R_win,China,pre120,15.286530628062934,1.0,2
pres_R_win,Europe,+20,0.4386014614949775,0.5,4
pres_R_win,Europe,pre20,0.9965902217777741,0.5,4
pres_R_win,Europe,+60,2.682895092028552,0.75,4
pres_R_win,Europe,pre60,0.3339339956856948,0.5,4
pres_R_win,Europe,+120,8.043661884004065,0.75,4
pres_R_win,Europe,pre120,-2.0445896240590544,0.25,4
pres_R_win,Japan,+20,2.191168959341361,0.75,4
pres_R_win,Japan,pre20,-0.4206432835888935,0.5,4
pres_R_win,Japan,+60,0.56856786109217,0.5,4
pres_R_win,Japan,pre60,2.6657325784370345,0.75,4
pres_R_win,Japan,+120,1.9940694054982906,0.75,4
pres_R_win,Japan,pre120,2.737008813775083,0.75,4
pres_R_win,Taiwan,+20,-1.5238375571908709,0.3333333333333333,3
pres_R_win,Taiwan,pre20,1.9726981609270413,0.6666666666666666,3
pres_R_win,Taiwan,+60,-0.15765173317261238,0.3333333333333333,3
pres_R_win,Taiwan,pre60,7.573187134472197,1.0,3
pres_R_win,Taiwan,+120,4.348507060633644,0.6666666666666666,3
pres_R_win,Taiwan,pre120,8.639397150599544,0.6666666666666666,3
pres_R_win,Bonds,+20,-1.907167060105941,0.3333333333333333,3
pres_R_win,Bonds,pre20,-1.0237664459859968,0.3333333333333333,3
pres_R_win,Bonds,+60,-2.357602660645133,0.3333333333333333,3
